ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,Real Seal Co,,,1971 Don Lee Pl,Escondido,CA,92029,Vineyard,(760) 743-7263,Real-Seal.Com,,,"Established in 1970, Real Seal is both a manufacturer as well as a distributor of rubber and plastic sealing devices and mechanical component goods. The company has expertise in both injection and compression molding of performance oriented rubber and plastic materials. Real Seal offers products, such as O-rings/sealing systems, polyurethane O-rings and seal systems as well as engineered thermoplastic/engineered rubber mechanical components. The company produces a number of products that include polyurethane, EPDM, silicone, fluorocarbon, NBR and HNBR, among others. Real Seal is an ISO 9001 certified company.",507211,Seals-O-Ring (Whls),423710,Hardware Merchant Wholesalers,35,"$40,147,000 ",,,
,Redline Inc,,,10845 Wheatlands Ave # C,Santee,CA,92071,,(619) 562-7591,Redlineresearch.Com,,,"Red Line Research Laboratories provides a variety of radio frequency products. It also offers imaginative design, development, prototyping, and manufacturing services. The company provides a variety of medical components and devices. Red Line Research Laboratories also offers orthopedic pads and straps, hot and cold packs, and inflatable and deflatable bags and bladders. The company additionally provides vacuum forming, slitting, sheeting, welding, screen printing, embroidery sewing, filling, inserting and ultrasonic cutting services. The company provides gas, liquid and gel filled bags and bladders",369201,Batteries-Dry Cell-Manufacturers,335912,Primary Battery Manufacturing,25,"$13,127,000 ",,,
,Reins Therapeutic Horsemanship,,,4461 S Mission Rd,Fallbrook,CA,92028,,(760) 731-9168,Reinsprogram.Org,,,,735204,Disabled Persons Equipment & Supplies,532283,Home Health Equipment Rental,25,"$5,106,000 ",,,
,Reprohaus Corp,,,1400 L St,San Diego,CA,92101,East Village,(619) 234-4287,Reprohaus.Com,,,,999966,Federal Government Contractors,999990,Unclassified Establishments,22,"$1,378,000 ",,,
,Respiratory Tech,,,10804 Willow Ct # B,San Diego,CA,92127,,(858) 673-3700,Restech.Com,,,,504704,Physicians & Surgeons Equip & Supls-Whls,423450,"Medical, Dental/Hospital Equip/Supls Mrchnt Whlsrs",25,"$32,630,000 ",,,
,Reyes Machining,,,1364 Pioneer Way,El Cajon,CA,92020,,(619) 590-1664,Reyesmfg.Com,,,,359903,Machine Shops (Mfrs),332710,Machine Shops,22,"$2,552,000 ",,,
,Richardson Steel Inc,,,9102 Harness St,Spring Valley,CA,91977,,(619) 697-5892,Richardsonsteelinc.Com,,,,344106,Steel-Structural (Mfrs),332312,Fabricated Structural Metal Manufacturing,30,"$4,947,000 ",,,
,Ridout Plastics,,,5535 Ruffin Rd,San Diego,CA,92123,Kearny Mesa,(858) 560-1551,Eplastics.Com,,,"Established in 1914, Ridout Plastics Company Inc. is a plastics distributor and custom plastics fabricator. Based in San Diego, Calif., the company provides Plexiglass acrylic sheet in various colors and sizes, Lexan sheet, Acrylonitrile butadiene styrene (ABS) plastic, weld-on Plexiglass glue, Fiberglass panels in grate, corrugated and structural profiles and ultra-high molecular weight (UHMW) sheets. The production center of the company is equipped with computer numerical control (CNC) sawing, drilling and routing machines. It also provides multiwall thermoclear Lexan polycarbonate sheet, bullet resistant sheet and solvent adhesives. The clients of Ridout Plastics Company Inc. include public sector firms, Fortune 100 companies, hobbyist, homeowner, contractor, international business customer, major banks and retailers.",308902,Plastics & Plastic Products (Mfrs),326199,All Other Plastics Product Manufacturing,48,"$9,031,000 ",,,
,Right Manufacturing LLC,,,7949 Stromesa Ct # G,San Diego,CA,92126,Miramar,(858) 566-7002,Rightmfg.Com,,,"Founded in 1977, Right Manufacturing is a local and global manufacturer of metal products. The company operates a more than 24,000-square-foot manufacturing facility in San Diego, California, Hong Kong and China. Its capabilities include tube bending, machining, welding, finishing, packaging and logistics management. Right Manufacturing offers store fixtures and point of purchase displays and serves the retail and health care sectors. It also maintains an over 5,000-square-foot warehouse that provides assembly services for finished goods and components. The company offers mandrel tube benders that are available in round and square sizes. Right Manufacturing is equipped with vertical and horizontal band saws, torch flame cutters, grainer sanders, vibratory tumblers, tube polishers, mill and surface grinders, strapping machines, tape dispensers and staple guns. The company operates a precision sheet metal shop that features pressing machines and hardware inserters.",349903,Metal Goods-Manufacturers,332999,All Other Misc Fabricated Metal Product Mfg,26,"$3,113,000 ",,,
,Rock Solid Stone,,,308 Industrial Way # B,Fallbrook,CA,92028,,(760) 731-6191,Rocksolidstoneinc.Com,,,,328102,Marble Products-Natural-Manufacturers,327991,Cut Stone & Stone Product Manufacturing,20,"$3,372,000 ",,,
,Romaine Electric,,,370 Trousdale Dr,Chula Vista,CA,91910,North Chula Vista,(619) 425-5140,Romaineelectric.Com,,,,371401,Automobile Parts & Supplies-Mfrs,336390,Other Motor Vehicle Parts Manufacturing,34,"$9,903,000 ",,,
,Romer Inc,,,5115 Avenida Encinas,Carlsbad,CA,92008,,(760) 931-0665,Romer.Com,,,,354501,Measuring Machines (Mfrs),332216,Saw Blade & Handtool Manufacturing,42,"$3,464,000 ",,,
,Rupe's Hydraulics,,,725 N Twin Oaks Valley Rd,San Marcos,CA,92069,,(760) 744-9350,Rupeshydraulics.Com,,,"For more than 30 years, Rupe s Hydraulics has been providing hydraulic equipment and components for the fluid power industries throughout the United States. Based in San Marcos, Calif., it has a 35,000-square-foot facility. The firm offers a range of products, such as motor starters, air valves, volt generators, industrial pumps, gear pumps and lube equipment, among others. Rupe s Hydraulics provides products through some of the leading manufacturers, including American Industrial Heat Transfer Inc., Gems Sensors & Controls, Anchor Flange and Custom Hoists Inc., to name a few.",349298,Fluid Power Valves/Hose Fittings (Mfrs),332912,Fluid Power Valve & Hose Fitting Manufacturing,27,"$3,684,000 ",,,
,S & S Bakery,,,2545 Britannia Blvd # A,San Diego,CA,92154,Otay Mesa,(619) 489-2000,Sandsbakery.Com/Index.Html,,,,205198,Bread/Other Bakery Prod-Ex Cookies,311812,Commercial Bakeries,45,"$8,639,000 ",,,
,San Diego Abatement Svc,,,6156 Mission Gorge Rd # A,San Diego,CA,92120,Grantville,(619) 640-8888,Asbestosremoval-Sandiego.Com,,,"We are a one stop shop for asbestos removal services. Our team is trained to inspect, test, and remove asbestos as well as lead removal from residential and commercial properties. We believe that combining this environmental service with the renovation and painting will help our customers get back to their normal lives more quickly. Let us be your one stop shop for asbestos abatement services. Contact us today for an estimate!",179926,Asbestos Removal Service,562910,Remediation Services,20,"$4,401,000 ",,,
,San Diego Air & Space Museum,,,2001 Pan American Plz,San Diego,CA,92101,Balboa Park,(619) 234-8291,Sandiegoairandspace.Org,,,"San Diego Air & Space Museum has a library and archives section that serves as a repository for several types of historical and contemporary publications and records related to the aviation and space history of aircraft. San Diego Air & Space Museum conducts various programs related to academic content including science, math, history, social studies and language arts, as well as the science framework for California s public schools. It also organizes summer camps and exhibition and educational tours. The museum additionally operates an online catalog for searching book collections, journal titles, manuals, videos and other archival materials. San Diego Air & Space Museum s corporate partners include American Airlines, Blue Sky Network, Classic Party Rental, King Schools, North American Communication and Union Bank of California. It is located in San Diego.",841201,Museums,712110,Museums,45,$0 ,,,
,San Diego Baking Co Inc,,,7740 Formula Pl,San Diego,CA,92121,Miramar,(858) 536-5910,Sandiegobakingco.Com,,,,514902,Bakers-Wholesale,424490,Other Grocery & Related Products Merchant Whlsrs,20,"$27,945,000 ",,,
,San Diego Brewing Co,,,10450 Friars Rd # L,San Diego,CA,92120,Grantville,(619) 284-2739,Sandiegobrewing.Com,,,"San Diego Brewing Company specializes in providing beer and also serves as a restaurant. Based in San Diego, Calif., it offers a variety of beer, such as El  Hefe weizen, San Diego Amber, Old Town Nut Brown, Grantville Gold, Monster Mash and many more. The company serves over fifty taps of beer every day. In addition, San Diego Brewing Company provides a variety of starters, salads, soups, burgers, sandwiches, pizza, such as herb garlic cheese bread, pepper jack cheese sticks, country chicken tenders, steamed vegetable plate, etc.",581208,Restaurants,722511,Full-Service Restaurants,25,"$1,403,000 ",,,
,San Diego Community Newspaper,,,1621 Grand Ave # C,San Diego,CA,92109,Pacific Beach,(858) 270-3103,Sdnews.Com,,,,271101,Newspapers (Publishers/Mfrs),511110,Newspaper Publishers,20,"$2,484,000 ",,,
,San Diego Fluid System Tech,,,9170 Camino Santa Fe,San Diego,CA,92121,Sorrento Valley,(858) 621-4955,Swagelok.Com,,,,508513,Valves-Wholesale,423840,Industrial Supplies Merchant Wholesalers,26,"$33,305,000 ",,,
,San Diego Granite Inc,,,13026 Stowe Dr # C,Poway,CA,92064,,(858) 486-2040,Sdginc.Net,,,"San Diego Granite Inc. is one of the most experienced granite and stone providers to customers across the Poway area in California. The firm is equipped with an over 20,000 square feet state-of-the art warehouse, on-site fabrication shop and production equipments, and specializes in the fabrication and installation of granite stone products. The company has capabilities to undertake large commercial and residential tracts, and also caters to a variety of small custom home jobs. San Diego Granite Inc. represents a variety of stone and tile brands such as Arizona Tile, Caesar Stone, Import Stone, Dal-Tile and many others.",503204,Granite (Whls),423320,"Brick, Stone/Related Constr Material Mrchnt Whlsrs",40,"$41,977,000 ",,,
,San Diego Home-Garden Magazine,,,4577 Viewridge Ave,San Diego,CA,92123,Kearny Mesa,(858) 571-1818,Sdhg.Net,,,"San Diego Home/Garden Lifestyles, also known as SDH/GL, is a monthly magazine that prints a variety of articles and editorials. Founded in 1979, it offers information related to recipes, food and drink items and garden products. The magazine also publishes articles related to homes, gardens and interior design applications. San Diego Home/Garden Lifestyles prints landscaping and gardening tips, as well as remodeling ideas. In addition, it publishes features and organizes various competitions for readers. The magazine offers information related to art, entertainment and local events. San Diego Home/Garden Lifestyles also provides an online resource guide and subscription options. It is published by McKinnon Publishing Company.",272102,Publishers-Periodical (Mfrs),511120,Periodical Publishers,25,"$6,278,000 ",,,
,San Diego Magazine,,,707 Broadway # 1100,San Diego,CA,92101,Core-Columbia,(619) 230-9292,Sandiegomagazine.Com,,,,272101,Publishers-Magazine (Mfrs),511120,Periodical Publishers,30,"$7,534,000 ",,,
,San Diego Marine Exchange,,,2636 Shelter Island Dr,San Diego,CA,92106,La Playa,(619) 223-7159,Sandiegomarine.Com,,,,555113,Marine Equipment & Supplies,441222,Boat Dealers,30,"$11,689,000 ",,,
,San Diego Paper Box Co Inc,,,10605 Jamacha Blvd,Spring Valley,CA,91978,,(619) 660-9566,Protect-My-Rv.Com,,,"San Diego Paper Box manufactures custom chipboard boxes and products for the Southwest and Mexico for more than 100 years. Located in Spring Valley, Calif., it offers a wide variety of chipboard products and printed folding paper boxes to manufacturers and retailers. The company offers products designing, printing, die cutting, gluing, folding and delivery services. It has a more than 130,000 square feet of manufacturing and warehousing space. The company offers a wide range of stock and custom boxes in various styles, shapes and sizes. Its stock items include stationery, business card, jewelry, candy and bakery boxes. The company s capabilities include computerized graphics design, printing multiple colors with lithographic equipment, foil hot stamps, precise cutting dies with advance computer-aided design technology and applying cellophane windows.",265201,Boxes-Paper (Mfrs),322219,Other Paperboard Container Manufacturing,30,"$4,691,000 ",,,
,San Diego PCB Inc,,,9909 Mira Mesa Blvd # 250,San Diego,CA,92131,Scripps Ranch,(858) 271-5722,Sdpcb.Com,,,,506379,Circuits-Printed & Etched-Wholesale,423610,Electrical Apparatus/Wiring Supls/Rel Equip Whlsrs,24,"$23,685,000 ",,,
,San Diego Precision Machining,,,9375 Ruffin Ct,San Diego,CA,92123,Kearny Mesa,(858) 499-0379,Sdpm.Com,,,"Founded in 1971, San Diego Precision Machining, Inc. is a manufacturer of various metal goods. Located in San Diego, Calif., the company specializes in precision machining. San Diego Precision Machining, Inc. machines a variety of metals, including aluminum, copper, stainless steel, titanium, invar and many others. The firm serves a number of industries that include semiconductor, underwater, biomedical, commercial, military and aerospace, among others. In addition, San Diego Precision Machining, Inc. offers a host of services, such as milling, turning, EDM, welding and assembly.",359903,Machine Shops (Mfrs),332710,Machine Shops,40,"$4,640,000 ",,,
